caseref;category;type;country;q;responsible;dead;expire_date;alt_ref;notes;parent_caseref;parent_country;container_caseref;container_country;title;title_official;abstract;description;client_name;client_ref;applicant1_name;applicant2_name;inventor1_name;inventor1_company;inventor2_name;inventor2_company;inventor3_name;inventor3_company;inventor4_name;inventor4_company;inventor5_name;inventor5_company;inventor6_name;inventor6_company;inventor7_name;inventor7_company;inventor8_name;inventor8_company;inventor9_name;inventor9_company;agent_name;agent_ref;filing_date;filing_number;priority_date;priority_country;priority_number;publication_date;publication_number;grant_date;grant_number;entry_date;examination_date;
011398.00043;;;US;;fz.ye;0;25/11/2028;;;011398.00043\US;;;;Kettle Controller;;;The present invention provides apparatuses and methods for boiling a liquid such as water. The liquid is heated at full power when the measured temperature of the liquid is below a first predetermined threshold. When the temperature is above the first predetermined threshold and below a second predetermined threshold, partial power, which may be based on the duty cycle, is applied to the heater. When the measured temperature of the liquid reaches the second predetermined threshold, power is removed from the heater after a predetermined time. When the increase of the measured temperature is less than a predetermined temperature change during a predetermined time duration, it is determined that the liquid is boiling and power is removed to the heater. If the level is too high or too low, an alarm may be activated and/or power removed from the heater.;Computime Ltd;;;;HO Kin-Wah ;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00043\US;2/1/2008;11/968420;;;;2/7/2009;US-2009-0166350-A1;17/8/2010;7777159;;;
77921808;;;US;;fz.ye;0;7/5/2041;;;011398.00173\US;;;;Local Computing Cloud That Is Interactive With a Public Computing Cloud;;;A home computing cloud (HCC) supports one or more Internet of Things (IoT) devices, possibly with different connectively protocols, in a local environment. The HCC often reduces the amount of data traffic sent to a public computing cloud (PCC) by locally processing collected device data rather than by sending the device data to the PCC for processing. This approach reduces the amount of data traffic sent over the network, improves data privacy and helps to maintain a desired quality of service level. In order to do so, the HCC may download an appropriate data analytic model from the PCC, train the model, execute the trained model to obtain prediction information from collected IoT device data, and upload the trained model to the PCC. Alternatively, the HCC and PCC may execute sub-models of the analytic model and exchange the outputs of the sub-models with each other.;Computime Ltd;;;;CHOI Hung Bun;;PANG Tsang Gideon Sui ;;CHU Chun Kit;;;;;;;;;;;;;;Banner & Witcoff ;011398.00173\US;6/4/2020;16/840648;;;;7/10/2021;US-2021-0311846-A1;23/5/2023;11656966;;;
011398.00173;;;WO;;fz.ye;1;;;;011398.00210\WO;;;;Local Computing Cloud that is Interactive with a Public Computing Cloud;;;A home computing cloud (HCC) supports one or more Internet of Things (IoT) devices, possibly with different connectively protocols, in a local environment. The HCC often reduces the amount of data traffic sent to a public computing cloud (PCC) by locally processing collected device data rather than by sending the device data to the PCC for processing. This approach reduces the amount of data traffic sent over the network, improves data privacy and helps to maintain a desired quality of service level. In order to do so, the HCC may download an appropriate data analytic model from the PCC, train the model, execute the trained model to obtain prediction information from collected IoT device data, and upload the trained model to the PCC. Alternatively, the HCC and PCC may execute sub-models of the analytic model and exchange the outputs of the sub-models with each other.;Computime Ltd;;;;CHOI Hung Bun;;PANG Tsang Gideon Sui ;;CHU Chun Kit;;;;;;;;;;;;;;Banner & Witcoff ;011398.00210\WO;6/4/2021;PCT/US2021/025943;;;;14/10/2021;WO2021207179A1;;;;;
77921808;;;US;;fz.ye;0;;;;011398.00248\US;;;;Local Computing Cloud That is Interactive With a Public Computing Cloud;;;A home computing cloud (HCC) supports one or more Internet of Things (IoT) devices, possibly with different connectively protocols, in a local environment. The HCC often reduces the amount of data traffic sent to a public computing cloud (PCC) by locally processing collected device data rather than by sending the device data to the PCC for processing. This approach reduces the amount of data traffic sent over the network, improves data privacy and helps to maintain a desired quality of service level. In order to do so, the HCC may download an appropriate data analytic model from the PCC, train the model, execute the trained model to obtain prediction information from collected IoT device data, and upload the trained model to the PCC. Alternatively, the HCC and PCC may execute sub-models of the analytic model and exchange the outputs of the sub-models with each other.;Computime Ltd;;;;CHOI Hung Bun;;PANG Tsang Gideon Sui ;;CHU Chun Kit;;;;;;;;;;;;;;;011398.00248\US;4/4/2023;18/130505;;;;10/8/2023;20230251946;;;;;
91700094;PAT;;US;;fz.ye;0;;;;CPT0005-PRO;;;;Local Dynamic Load Balancing for EV Charging with Power Line Communication;;;;Computime Ltd;;;;CHEUNG Kam Tim;;CHAN Leung Yin;;TAM Pui Keung ;;;;;;;;;;;;;;Kasha Law LLC;CPT0005-PRO;31/7/2023;63/516,539;;;;;;;;;;
91700094;PAT;;US;;fz.ye;0;;;;CPT0005-US;;;;Local Dynamic Load Balancing for EV Charging with Power Line Communication;;;A power line communication device measures a total current flowing through one or more power lines providing power to EV chargers. The device establishes communication with at least one of the EV chargers using the one or more power lines as the communications medium. The device further communicates power management information to the EV chargers. When the device receives a request from the EV chargers, it calculates a current for each of the EV chargers from the total current, the preset maximum current, or both the total current and the preset maximum current, and communicates a calculated current to each of the EV chargers. Alternatively, the device can provide the total current to one of the EV chargers that acts as a power manager and communicates power management information to the other EV chargers using the one or more power lines as the communications medium.;Computime Ltd;;;;CHEUNG Kam Tim;;CHAN Leung Yin;;TAM Pui Keung ;;;;;;;;;;;;;;Kasha Law LLC;CPT0005-US;20/10/2023;18/491281;;;;6/2/2025;20250042293;;;;;
;PAT;;EP;;fz.ye;0;;;;CPT0005-EP;;;;Local Dynamic Load Balancing for EV Charging with Power Line Communication;;;A power line communication device measures a total current flowing through one or more power lines providing power to EV chargers. The device establishes communication with at least one of the EV chargers using the one or more power lines as the communications medium. The device further communicates power management information to the EV chargers. When the device receives a request from the EV chargers, it calculates a current for each of the EV chargers from the total current, the preset maximum current, or both the total current and the preset maximum current, and communicates a calculated current to each of the EV chargers. Alternatively, the device can provide the total current to one of the EV chargers that acts as a power manager and communicates power management information to the other EV chargers using the one or more power lines as the communications medium.;Computime Ltd;;;;CHEUNG Kam Tim;;CHAN Leung Yin;;TAM Pui Keung;;;;;;;;;;;;;;Kahler Käck Mollekopf;CPT0005-EP;26/6/2024;24184794.6;;;;5/2/2025;"	EP4501697";;;;;
;实用新型;;CN;;fz.ye;0;23/6/2026;;;;;;;LTE物联网天线;;;LTE物联网天线;金宝通电子（深圳）有限公司;;;;张德亮;;;;;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;23/5/2024;2024211329045 ;;;;;;21/3/2025;2024211329045 ;;;
37440869;;;US;;fz.ye;1;4/6/2029;;;011398.00013\US;;;;Matching a transmitter and a receiver supplied by the same power module;;;A transmitter and a receiver are paired that use the same power line and power module. The transmitter associates an identification number with a command message so that a receiver can ascertain that a command message is intended for the receiver. The transmitter uses the time from the power up to the first zero crossing of the AC signal to generate a matching seed for both transmitter and receiver. The transmitter generates an identification number by incrementing a counter each incremental time interval between power up and the occurrence of the first zero crossing of the AC signal and sends the generated identification number to the paired receiver after power up but before a predetermined time interval. The receiver stores the generated identification number and compares the stored identification number with a received identification number that is received in a subsequent command message.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;STEVENS David Bruce;;;;;;;;;;;;;;Banner & Witcoff ;011398.00013\US;18/10/2005;11/252905;;;;19/4/2007;US-2007-0085696-A1;14/2/2012;8115606;;;
011398.00013;;;EP;;fz.ye;0;17/10/2026;;;011398.00021\EP;;;;Method and apparatus for generating identification values through power lines;;;The present invention supports pairing a transmitter and a receiver that use the same power line and power module. The transmitter associates an identification number with a command message so that a receiver can ascertain that a command message is intended for the receiver. The transmitter uses the time from the power up to the first zero crossing of the AC signal to generate a matching seed for both transmitter and receiver. The transmitter generates an identification number by incrementing a counter each incremental time interval between power up and the occurrence of the first zero crossing of the AC signal and sends the generated identification number to the paired receiver after power up but before a predetermined time interval. The receiver stores the generated identification number and compares the stored identification number with a received identification number that is received in a subsequent command message.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;STEVENS David Bruce;;;;;;;;;;;;;;Jackson, Robert Patrick;011398.00021\EP;17/10/2006;06255361.5;;;;25/4/2007;EP1777835;6/10/2010;EP1777835B1;;;
77922563;PAT;;US;;fz.ye;0;27/1/2026;;;011398.00180\US;;;;Method And Apparatus To Implement A Home Computing Cloud;;;A home computing system (cloud) integrates a protocols gateway, WiFi router, cloud server, and mass storage device to support one or more Internet of Things (IoT) devices, possibly with different connectively protocols, in a local environment such as a residential home. The home computing cloud often reduces the amount of data traffic sent to a public computing cloud by locally processing collected device data rather than by sending the device data to the public computer cloud for processing. The home computing cloud may download an appropriate data analytic model from the public computing cloud, locally train (for example, reinforcement learning) the model, and locally execute the trained model to obtain prediction information from collected IoT device data. The home computing cloud also allows direct access of the connected IoT devices by user applications via the internet, through a protocols gateway and an IoT message translator.;Computime Ltd;;;;NG Yau Wai;;CHOI Hung Bun;;CHU Chun Kit;;;;;;;;;;;;;;Banner & Witcoff ;011398.00180\US;6/4/2020;16/840708;;;;7/10/2021;US-2021-0314407-A1;26/7/2022;11399069;;;
